Full-Text Downloads for 2012-02-01 through 2013-09-20 for Berkeley Law Scholarship Repository																						
Title	URL	First published	2/1/2012	3/1/2012	4/1/2012	5/1/2012	6/1/2012	7/1/2012	8/1/2012	9/1/2012	10/1/2012	11/1/2012	12/1/2012	1/1/2013	2/1/2013	3/1/2013	4/1/2013	5/1/2013	6/1/2013	7/1/2013	8/1/2013	9/1/2013
The Endorsement Test: Its STatus and Desirability	http://scholarship.law.berkeley.edu/facpubs/296	9/17/2012	0	0	0	0	0	0	0	0	6	8	14	11	35	26	13	23	6	6	2	2
Criminal Discovery: Dilemma Real or Apparent	http://scholarship.law.berkeley.edu/californialawreview/vol49/iss1/4	7/19/2012	0	0	0	0	0	1	4	7	12	12	15	13	25	23	7	20	12	7	8	5
Is the Radical Critique of Merit Anti-Semitic	http://scholarship.law.berkeley.edu/facpubs/1599	9/20/2012	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	2	1	0
Obnoxious to Their Very Nature: Asian Americans and Constitutional Citizenship	http://scholarship.law.berkeley.edu/facpubs/1675	9/20/2012	0	0	0	0	0	0	0	0	17	17	24	24	22	21	15	10	15	7	8	11
The Restatement of the Law of Contracts	http://scholarship.law.berkeley.edu/californialawreview/vol21/iss5/1	7/24/2012	0	0	0	0	0	0	0	5	10	6	3	10	4	8	10	8	9	8	7	9
Measuring Literacy: Performance Levels for Adults	http://works.bepress.com/christopher_edley/14	12/3/2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Are Insurance Companies Liable under the Americans with Disabilities Act	http://scholarship.law.berkeley.edu/californialawreview/vol88/iss2/11	7/10/2012	0	0	0	0	0	3	3	3	4	8	15	20	14	2	8	7	5	8	4	2
The U.N. Security Council's Referral of the Crimes in Darfur to the International Criminal Court in Light of U.S. Opposition to the Court: Implications for the International Criminal Court's Functions and Status	http://scholarship.law.berkeley.edu/bjil/vol24/iss2/10	9/24/2012	0	0	0	0	0	0	0	1	32	19	38	51	55	127	111	155	69	49	74	66
An Economic Analysis of Transnational Bankruptcies	http://works.bepress.com/andrew_guzman/13	3/31/2008	0	2	3	1	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1
Short Code of Underground Water	http://scholarship.law.berkeley.edu/californialawreview/vol2/iss1/2	7/24/2012	0	0	0	0	0	0	1	1	4	1	1	8	5	3	1	2	2	2	0	1
Notification of Data Security Breaches	http://scholarship.law.berkeley.edu/facpubs/28	9/17/2012	0	0	0	0	0	0	0	1	24	25	18	25	40	17	14	14	7	8	10	7
The Frontier of Remedies: A Call for Exploration	http://scholarship.law.berkeley.edu/californialawreview/vol67/iss4/8	7/17/2012	0	0	0	0	0	2	8	4	9	6	2	10	8	16	11	10	7	11	9	5
Generating Constitutional Meaning	http://scholarship.law.berkeley.edu/californialawreview/vol94/iss5/3	7/9/2012	0	0	0	0	0	3	0	1	4	3	7	4	6	4	0	11	2	2	0	0
Jury Representativeness: A Mandate for Multiple Source Lists	http://scholarship.law.berkeley.edu/californialawreview/vol65/iss4/2	7/17/2012	0	0	0	0	0	1	7	14	11	22	15	9	13	10	3	10	3	4	3	1
Federal-State Conflicts in the Field of Habeas Corpus	http://scholarship.law.berkeley.edu/californialawreview/vol41/iss3/5	7/19/2012	0	0	0	0	0	1	0	0	2	3	1	6	1	5	1	1	2	1	1	1
Minimizing Unnecessary Differences in Occupational Testing	http://scholarship.law.berkeley.edu/facpubs/531	9/18/2012	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
Against Foreign Law	http://scholarship.law.berkeley.edu/facpubs/671	9/18/2012	0	0	0	0	0	0	0	0	5	6	3	8	10	7	11	16	2	1	2	1
The Problem of Environmental Monitoring	http://works.bepress.com/eric_biber/1	9/11/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Role of Counsel in Civil Commitment Proceedings: Emerging Problems	http://scholarship.law.berkeley.edu/californialawreview/vol62/iss3/5	7/17/2012	0	0	0	0	0	0	2	3	10	6	5	6	10	3	5	3	5	8	6	4
Advisory Jurisdiction of the Internation Court of Justice	http://scholarship.law.berkeley.edu/californialawreview/vol38/iss5/3	7/20/2012	0	0	0	0	0	0	0	4	15	16	11	25	17	37	23	36	6	14	14	19
The Indirect Foreign Tax Credit: A Policy Analysis of Section 902	http://scholarship.law.berkeley.edu/bjil/vol13/iss2/3	9/24/2012	0	0	0	0	0	0	0	2	61	56	59	70	84	140	129	123	110	73	96	73
Stateless Babies & Adoption Scams: A Bioethical Analysis of International Commercial Surrogacy	http://scholarship.law.berkeley.edu/bjil/vol30/iss2/4	4/24/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	69	28	44	40	52
Trading Rights and Wrongs: The 2002 Bush Steel Tariffs	http://scholarship.law.berkeley.edu/bjil/vol21/iss3/16	9/24/2012	0	0	0	0	0	0	0	0	3	4	6	3	7	13	6	10	10	8	6	12
Structuring the Separation of Powers: The Judiciary and Institutions of Judicial Review	http://scholarship.law.berkeley.edu/facpubs/1673	9/20/2012	0	0	0	0	0	0	0	0	4	4	2	0	2	0	1	0	0	0	1	0
Terminator 2 1/2: The Constitution in an Alternate World	http://scholarship.law.berkeley.edu/facpubs/1774	9/20/2012	0	0	0	0	0	0	0	1	2	1	0	1	2	2	0	0	2	0	0	1
Do Theories of Statutory Interpretation Matter--A Case Study	http://works.bepress.com/daniel_farber/58	9/17/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Punitive Coma	http://scholarship.law.berkeley.edu/californialawreview/vol90/iss3/8	7/10/2012	0	0	0	0	0	6	7	29	10	19	35	46	34	20	15	15	10	10	8	8
Digest of Child Labor Laws and Regulations Applicable in California	http://scholarship.law.berkeley.edu/californialawreview/vol8/iss6/3	7/24/2012	0	0	0	0	0	0	0	2	2	4	3	0	1	1	4	2	9	2	0	3
Government Ownership and the Maritime Lien	http://scholarship.law.berkeley.edu/californialawreview/vol7/iss4/3	7/24/2012	0	0	0	0	0	1	0	0	3	0	3	9	6	5	4	5	3	3	1	1
UNCITRAL Arbitration Rules	http://scholarship.law.berkeley.edu/bjil/vol4/iss2/14	9/24/2012	0	0	0	0	0	0	0	0	2	10	3	6	2	6	2	8	2	1	1	0
What Has Never Happened before and Is Happening Again: Development and Discrimination in the San Joaquin Valley	http://scholarship.law.berkeley.edu/aalj/vol13/iss2/2	9/10/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"The Problem of Post-Cunningham Judicial Review: The Impact of Gall, Kimbrough and Senate Bill 40 on California Sentencing"	http://scholarship.law.berkeley.edu/bjcl/vol13/iss1/9	2/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	1	1	1	3	2
Serrano v. Priest: A State Court's Responsibilities and Opportunities in the Development of Federal Constitutional Law	http://scholarship.law.berkeley.edu/californialawreview/vol60/iss3/3	7/17/2012	0	0	0	0	0	1	5	13	23	42	15	38	51	37	21	38	39	8	13	22
International Common Law: The Soft Law of International Tribunals	http://scholarship.law.berkeley.edu/facpubs/1771	9/20/2012	0	0	0	0	0	0	0	6	14	14	7	18	12	10	6	6	5	1	3	4
The Takings Clause: In Search of Underlying Principles--Part I--A Critique of Current Takings Clause Doctrine	http://scholarship.law.berkeley.edu/californialawreview/vol77/iss6/1	7/10/2012	0	0	0	0	0	2	2	65	50	15	0	0	2	1	2	0	1	3	1	2
Wine Trade with Canada: A Case Study in Trade Deregulation	http://scholarship.law.berkeley.edu/bjil/vol7/iss1/3	9/23/2012	0	0	0	0	0	0	0	0	19	19	9	34	34	42	19	26	19	10	14	17
Education Reform at the Margin: Two Ideas	http://works.bepress.com/stephen_sugarman/139	6/26/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
School Choice and Social Controversy	http://works.bepress.com/stephen_sugarman/32	6/25/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Doing Away with Tort Law	http://scholarship.law.berkeley.edu/facpubs/1453	9/20/2012	0	0	0	0	0	0	0	0	28	35	29	22	19	31	11	12	8	8	11	7
Preventing Human Rights Abuses by Regulating Arms Brokering: The U.S. Brokering Amendment to the Arms Export Control Act	http://scholarship.law.berkeley.edu/bjil/vol19/iss2/5	9/24/2012	0	0	0	0	0	0	0	0	12	10	13	11	10	9	4	10	6	18	4	5
Sustainable Consumption and Communities: Bringing the American Way of Life into the Twenty-First Century	http://scholarship.law.berkeley.edu/facpubs/2056	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
Cyberspace as Place and the Tragedy of the Digital Anticommons	http://scholarship.law.berkeley.edu/californialawreview/vol91/iss2/4	7/9/2012	0	0	0	0	0	14	14	21	97	95	42	111	79	99	32	61	36	50	42	34
Common Law and the Law of Nations Under the Federal Constitution	http://scholarship.law.berkeley.edu/californialawreview/vol9/iss6/2	7/24/2012	0	0	0	0	0	0	1	1	3	2	1	4	4	0	1	0	2	0	0	1
"Zero tolerance : resisting the drive for punishment in our schools : a handbook for parents, students, educators, and citizens"	http://works.bepress.com/christopher_edley/12	12/3/2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Copy Wrong: Plagiarism, Process, Property, and the Law"	http://scholarship.law.berkeley.edu/californialawreview/vol80/iss2/5	7/10/2012	0	0	0	0	0	6	8	29	57	33	42	83	79	56	38	33	19	27	19	24
Limitations on the Right of a Municipality in California to Condemn a Public Utility	http://scholarship.law.berkeley.edu/californialawreview/vol16/iss2/2	7/24/2012	0	0	0	0	0	1	2	2	1	3	0	5	7	2	6	4	1	9	5	7
The New Sovereignty and the Old Constitution: The Chemical Weapons Convention and the Appointments Clause	http://scholarship.law.berkeley.edu/facpubs/197	9/17/2012	0	0	0	0	0	0	0	0	4	9	2	10	5	4	2	1	2	2	7	2
"National Security, the Right to Travel, and the Court"	http://scholarship.law.berkeley.edu/facpubs/326	9/17/2012	0	0	0	0	0	0	0	2	7	4	2	4	11	2	6	4	6	2	3	1
The Evolution of a Common Market: Limits Imposed on the Protection of National Intellectual Property Rights in the European Economic Community	http://scholarship.law.berkeley.edu/bjil/vol9/iss2/4	9/24/2012	0	0	0	0	0	0	0	0	5	3	5	10	9	13	16	20	4	5	8	4
Whitewashing Race: Scapegoating Culture	http://scholarship.law.berkeley.edu/californialawreview/vol94/iss3/7	7/9/2012	0	0	0	0	0	4	7	8	34	50	50	43	30	27	27	17	16	18	9	5
"Interest and Action: Findings from a Boston-Area Survey of Chinese and Vietnamese American Attitudes on Immigrants, Immigration, and Activism"	http://scholarship.law.berkeley.edu/aalj/vol16/iss1/5	9/10/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Declining Homicide in New York City: A Tale of Two Trends	http://scholarship.law.berkeley.edu/facpubs/1661	9/20/2012	0	0	0	0	0	0	0	0	17	13	56	59	24	17	21	18	6	13	13	5
Choice of Law: New Foundations	http://scholarship.law.berkeley.edu/facpubs/1691	9/20/2012	0	0	0	0	0	0	0	2	12	21	10	18	18	8	8	11	13	3	2	7
IX. Property	http://scholarship.law.berkeley.edu/californialawreview/vol64/iss2/11	7/17/2012	0	0	0	0	0	0	5	3	4	3	0	4	1	1	2	5	4	5	0	0
Res Ipsa Loquitor in California	http://scholarship.law.berkeley.edu/californialawreview/vol37/iss2/3	7/20/2012	0	0	0	0	0	1	14	34	58	62	63	48	67	48	29	35	24	56	34	17
Die Diskussion Um Die Reform Der Englischen Sozialhilfe (Social Security Reform in Great Britain)	http://works.bepress.com/stephen_sugarman/41	6/25/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Golden Anniversary: The Administrative Procedure Act of 1946, A"	http://scholarship.law.berkeley.edu/facpubs/379	9/17/2012	0	0	0	0	0	0	0	0	2	3	8	13	6	2	5	3	13	10	31	17
Processing Conscientious Objector Claims: A Constitutional Inquiry	http://scholarship.law.berkeley.edu/californialawreview/vol56/iss3/3	7/17/2012	0	0	0	0	0	0	2	1	3	6	4	28	7	4	10	7	4	7	8	3
What is a Family - Conflicting Messages from Our Public Programs	http://scholarship.law.berkeley.edu/facpubs/979	9/18/2012	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	1	0	1	1	0
Corporations and the Intertemporal Conflict of Laws	http://scholarship.law.berkeley.edu/facpubs/1193	9/18/2012	0	0	0	0	0	0	0	0	10	3	7	11	10	8	8	23	8	9	7	5
Crime Passionnel in French Courts	http://scholarship.law.berkeley.edu/californialawreview/vol6/iss5/2	7/24/2012	0	0	0	0	0	0	1	1	1	2	1	4	6	7	9	10	7	5	12	8
Rudolf B. Schlesinger - A Tribute	http://scholarship.law.berkeley.edu/facpubs/983	9/18/2012	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	0	0	0	1
One Aspect of Colorado River Interstate Agreement	http://scholarship.law.berkeley.edu/californialawreview/vol11/iss3/1	7/24/2012	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	2	1
"Marshalling Past and Present:  Colonialism, Constitutionalism, and Interpretation in Federal Indian Law"	http://scholarship.law.berkeley.edu/facpubs/1841	12/7/2012	0	0	0	0	0	0	0	0	0	0	1	4	2	2	8	5	2	6	10	3
The Competitive Mandate: From Sears to Lear	http://scholarship.law.berkeley.edu/californialawreview/vol59/iss4/1	7/17/2012	0	0	0	0	0	0	3	4	11	21	15	14	17	14	3	4	6	9	6	3
Secondary Liability under Section 10(b) of the Securities Act of 1934	http://scholarship.law.berkeley.edu/californialawreview/vol69/iss1/2	7/17/2012	0	0	0	0	0	2	2	10	23	24	16	20	13	17	12	9	17	6	7	13
Legislative Regulation of Surrogacy and Reproductive Technology	http://works.bepress.com/marjorie_shultz/44	7/9/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
The Supreme Court's Bill of Attainder Doctrine: A Need for Clarification	http://scholarship.law.berkeley.edu/californialawreview/vol54/iss1/11	7/17/2012	0	0	0	0	0	0	2	7	31	17	11	15	21	32	26	30	20	16	30	32
Labor and Commercial Arbitration under the California Arbitration Statute	http://scholarship.law.berkeley.edu/californialawreview/vol38/iss5/2	7/20/2012	0	0	0	0	0	2	0	4	3	8	2	10	7	6	12	7	5	6	4	2
The Comparable Profits Method under the Temporary Section 482 Regulations: A Radical Attempt to Introduce an Objective Standard for International Transfer-Pricing Activities	http://scholarship.law.berkeley.edu/bjil/vol11/iss1/2	9/24/2012	0	0	0	0	0	0	0	1	16	13	15	18	11	19	9	19	22	21	19	15
Legal Information and the Search for Cognitive Authority	http://works.bepress.com/robert_berring/14	7/30/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Unintended Consequences of Court Arbitration: A Cautionary Tale from New Jersey	http://scholarship.law.berkeley.edu/facpubs/177	9/17/2012	0	0	0	0	0	0	0	2	5	5	7	8	8	4	4	7	2	5	2	2
"Author Meets Reader Panel on Brown, Carnoy, Shultz et al, Whitewashing Race: The Myth of A Color Blind Society."	http://works.bepress.com/marjorie_shultz/74	7/9/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Water, Business, and the Law in California"	http://scholarship.law.berkeley.edu/facpubs/388	9/17/2012	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
Righting Wrongs	http://scholarship.law.berkeley.edu/facpubs/1065	9/18/2012	0	0	0	0	0	0	0	0	3	1	1	8	3	2	1	1	1	2	2	1
Administering Identity: The Determination of Race in Race-Conscious Law	http://scholarship.law.berkeley.edu/californialawreview/vol82/iss5/3	7/10/2012	0	0	0	0	0	10	9	21	22	28	23	34	36	21	14	20	13	29	12	7
Reforming Subchapter K: Compensating Service Partners	http://scholarship.law.berkeley.edu/facpubs/1077	9/18/2012	0	0	0	0	0	0	0	0	6	12	5	12	12	3	3	2	4	2	4	1
The Fate of Wetlands in the Face of Rising Sea Levels: A Strategic Proposal	http://scholarship.law.berkeley.edu/facpubs/1783	9/20/2012	0	0	0	0	0	0	0	0	1	3	1	4	2	1	0	1	0	0	1	0
Land-Possessor Liability in the Restatement (Third) of Torts: Too Much and Too Little	http://scholarship.law.berkeley.edu/facpubs/1008	9/18/2012	0	0	0	0	0	0	0	0	3	0	1	2	0	1	3	4	0	0	0	0
The Pariah Principle	http://scholarship.law.berkeley.edu/facpubs/2053	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
From Liberty to Equality: The Transformation of the Establishment Clause	http://scholarship.law.berkeley.edu/californialawreview/vol90/iss3/1	7/10/2012	0	0	0	0	0	3	12	11	13	8	7	15	12	15	12	10	17	8	5	7
"Some Thoughts on Monopoly, Markets, and Mergers"	http://scholarship.law.berkeley.edu/californialawreview/vol75/iss3/14	7/10/2012	0	0	0	0	0	3	1	4	1	6	3	3	3	0	0	31	10	18	1	0
Legislative Bill Drafting	http://scholarship.law.berkeley.edu/californialawreview/vol14/iss4/3	7/24/2012	0	0	0	0	0	0	2	5	6	5	3	5	6	6	3	11	4	6	10	8
"Can Dialogue Succeed Where Liberal Legalism Failed? The Reach Exceeds the Grasp Review of Joel Handler's, Law and the Search for Community"	http://works.bepress.com/marjorie_shultz/49	7/9/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
When Harry Met Perry and Larry: Criminal Defense Lawyers on Television	http://scholarship.law.berkeley.edu/bjesl/vol1/iss2/2	5/2/2012	0	0	0	86	24	76	26	18	31	33	29	65	37	27	46	20	22	25	90	8
Voting Technology and Democracy	http://scholarship.law.berkeley.edu/facpubs/1525	9/20/2012	0	0	0	0	0	0	0	0	22	24	18	15	7	9	4	4	3	3	1	1
Comments	http://scholarship.law.berkeley.edu/facpubs/518	9/18/2012	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
The Longshoremen's Act and the Court	http://scholarship.law.berkeley.edu/californialawreview/vol23/iss2/1	7/24/2012	0	0	0	0	0	0	2	3	1	9	3	8	2	6	5	7	3	4	2	5
The Legal Subject in Exile	http://works.bepress.com/kathryn_abrams/91	2/14/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A Comment on Professor Waldron	http://scholarship.law.berkeley.edu/californialawreview/vol77/iss3/9	7/10/2012	0	0	0	0	0	0	0	1	2	2	1	8	5	3	0	0	0	1	0	0
Relections: Toward a Social and Cultural History of Brown	http://scholarship.law.berkeley.edu/aalj/vol11/iss2/8	9/10/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Introduction	http://scholarship.law.berkeley.edu/californialawreview/vol91/iss3/1	7/9/2012	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Transferring Terrorists	http://scholarship.law.berkeley.edu/facpubs/1547	9/20/2012	0	0	0	0	0	0	0	0	8	3	9	4	5	4	5	6	3	7	3	4
Victim Rights in Stolen Property in California	http://scholarship.law.berkeley.edu/californialawreview/vol64/iss4/6	7/17/2012	0	0	0	0	0	3	5	14	19	30	32	44	36	29	15	9	6	6	12	10
Executive Privilege at the State Level	http://scholarship.law.berkeley.edu/facpubs/2058	8/15/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
Could a Merger Lead to Both a Monopoly and a Lower Price	http://scholarship.law.berkeley.edu/californialawreview/vol71/iss6/2	7/10/2012	0	0	0	0	0	1	5	4	12	14	4	17	23	8	11	9	8	4	7	5
Section 117(j): The Taxpayer's Friend	http://scholarship.law.berkeley.edu/californialawreview/vol39/iss4/4	7/20/2012	0	0	0	0	0	0	3	2	3	2	3	3	6	4	2	2	4	3	3	3
Anomalous Growth of the Common Law the Anglo-American Quest for Justice	http://scholarship.law.berkeley.edu/californialawreview/vol3/iss2/2	7/24/2012	0	0	0	0	0	0	3	7	7	4	5	12	6	4	1	1	3	3	2	3
Enforcement of Securities Laws Violations in the United Kingdom	http://scholarship.law.berkeley.edu/bjil/vol9/iss1/4	9/24/2012	0	0	0	0	0	0	0	0	6	13	9	24	14	27	40	49	24	27	23	14
Restrictions Inherent in the Patent Monopoly :A Comparative Critique	http://works.bepress.com/richard_buxbaum/43	9/24/2012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Problem-Solving Behavior and Theories of Tort Liability	http://scholarship.law.berkeley.edu/californialawreview/vol73/iss3/4	7/10/2012	0	0	0	0	0	6	18	33	29	47	28	44	31	28	12	27	22	15	14	6
Psychologic Study of Judicial Opinions	http://scholarship.law.berkeley.edu/californialawreview/vol6/iss2/1	7/24/2012	0	0	0	0	0	0	1	3	3	4	0	36	4	6	4	5	5	3	1	2
Chapter Two: Legal Culture: Recycling the Conflation	http://scholarship.law.berkeley.edu/californialawreview/vol83/iss1/8	7/10/2012	0	0	0	0	0	1	1	2	3	3	3	7	11	7	1	2	0	0	1	1
The Security and Exchange Commission's Development of Accounting Standards--A Note on Commissioner Healy's Address	http://scholarship.law.berkeley.edu/californialawreview/vol26/iss3/4	7/24/2012	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0
Parody Lost/Pragmatism Regained: The Ironic History of the Coase Theorem	http://scholarship.law.berkeley.edu/facpubs/1608	9/20/2012	0	0	0	0	0	0	0	2	21	26	2	9	18	12	7	7	5	7	2	65
Institutional Racism: Judicial Conduct and a New Theory of Racial Discrimination	http://works.bepress.com/ian_haney-lopez/3	2/28/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Estoppel against the Government in California	http://scholarship.law.berkeley.edu/californialawreview/vol44/iss2/11	7/19/2012	0	0	0	0	0	2	3	2	9	8	6	16	10	9	14	10	23	12	10	9
U.S. Foreign Policy Export Controls: Do They Pass Muster under International Law	http://scholarship.law.berkeley.edu/bjil/vol2/iss1/1	9/23/2012	0	0	0	0	0	0	0	0	1	18	4	27	16	27	6	19	7	18	3	4
John Yoo's War Powers: The Law Review and the World	http://scholarship.law.berkeley.edu/californialawreview/vol100/iss2/2	7/6/2012	0	0	0	0	0	12	2	5	8	9	6	5	7	2	2	2	6	13	16	12
At the Intersection of Jurisdiction and Choice of Law	http://scholarship.law.berkeley.edu/californialawreview/vol59/iss6/6	7/17/2012	0	0	0	0	0	1	2	2	5	5	7	9	7	3	0	0	2	0	1	0
Lifestyle Discrimination in Employment	http://scholarship.law.berkeley.edu/facpubs/534	9/18/2012	0	0	0	0	0	0	0	2	37	45	26	51	49	27	15	22	16	14	8	4
The Antitrust and Technology Transfer Licensing Interface: A Comparative Analysis of Current Developments	http://scholarship.law.berkeley.edu/bjil/vol13/iss1/1	9/24/2012	0	0	0	0	0	0	0	0	7	9	5	4	6	6	7	38	23	37	8	3
People v. Shirokow: Abolishing Prescriptive Water Rights against the State	http://scholarship.law.berkeley.edu/californialawreview/vol69/iss4/13	7/17/2012	0	0	0	0	0	0	1	3	1	3	9	23	6	0	4	4	1	1	0	0
California's New Penal and Correctional Law	http://scholarship.law.berkeley.edu/californialawreview/vol32/iss3/1	7/20/2012	0	0	0	0	0	0	2	1	9	0	4	5	5	3	2	2	10	3	2	2
A Path to Resources on International Commercial Arbitration 1980-1986	http://scholarship.law.berkeley.edu/bjil/vol4/iss2/13	9/24/2012	0	0	0	0	0	0	0	0	4	8	2	4	6	6	8	4	13	1	5	2
Holding the Sovereign's Universities Accountable for Patent Infringement after Florida Prepaid and College Savings Bank	http://scholarship.law.berkeley.edu/californialawreview/vol89/iss2/5	7/10/2012	0	0	0	0	0	8	3	4	9	8	9	18	17	9	2	7	6	4	4	2
When Law Makes Climate Change Worse: Rethinking the Law of Baselines in Light of a Rising Sea Level	http://scholarship.law.berkeley.edu/facpubs/261	9/17/2012	0	0	0	0	0	0	0	1	23	21	18	7	24	11	7	7	11	5	5	19
Legal Pragmatism and the Constitution	http://scholarship.law.berkeley.edu/facpubs/1440	9/20/2012	0	0	0	0	0	0	0	1	23	16	12	14	14	10	7	7	6	9	5	4
"Introduction for the Brennan Center for Justice and Thomas Jorde Living Constitution: A Symposium on the Legacy of Justice William J. Brennan, Jr."	http://scholarship.law.berkeley.edu/californialawreview/vol95/iss6/1	7/9/2012	0	0	0	0	0	0	0	2	0	2	3	1	2	0	0	0	3	0	0	1
"Edwin D, Dickinson"	http://scholarship.law.berkeley.edu/californialawreview/vol49/iss4/1	7/19/2012	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0
Federalism and Judicial Review: An Update	http://works.bepress.com/jesse_choper/68	8/21/2013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
